1,in_use,,,Opcode,prependage,appendage,Specific,variant,comments,,31,30,29,28,27,26,25,24,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,,31:30:29:28:27:26:25:24:23:22:21:20:19:18:17:16:15:14:13:12:11:10:9:8:7:6:5:4:3:2:1:0,,Binary,,NAME,//		Opcode                                                          	BINARY    	OPCODE    	comments,//		BINARY    	Opcode    	Opcode	comments
646,//,,AdvSIMD scalar pairwise,,,,,,,,0,1,U,1,1,1,1,0,size,,1,1,0,0,0,opcode,,,,,1,0,Rn,,,,,Rd,,,,,,,,,,,	/* AdvSIMD scalar pairwise */,	/* AdvSIMD scalar pairwise */
647,//,,,ADDP,,scalar,scalar,,,,0,1,0,1,1,1,1,0,-,-,1,1,0,0,0,1,1,0,1,1,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x5E31B800,,"addpscalar,                                             ","//		addpscalar,                                             	/* 0x5E31B800	ADDP      	 */","//		0x5E31B800,	/* ADDP      	addpscalar	 */"
648,//,,,FMAXNMP,,scalar,scalar,,,,0,1,1,1,1,1,1,0,0,-,1,1,0,0,0,0,1,1,0,0,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x7E30C800,,"fmaxnmpscalar,                                          ","//		fmaxnmpscalar,                                          	/* 0x7E30C800	FMAXNMP   	 */","//		0x7E30C800,	/* FMAXNMP   	fmaxnmpscalar	 */"
649,//,,,FADDP,,scalar,scalar,,,,0,1,1,1,1,1,1,0,0,-,1,1,0,0,0,0,1,1,0,1,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x7E30D800,,"faddpscalar,                                            ","//		faddpscalar,                                            	/* 0x7E30D800	FADDP     	 */","//		0x7E30D800,	/* FADDP     	faddpscalar	 */"
650,//,,,FMAXP,,scalar,scalar,,,,0,1,1,1,1,1,1,0,0,-,1,1,0,0,0,0,1,1,1,1,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x7E30F800,,"fmaxpscalar,                                            ","//		fmaxpscalar,                                            	/* 0x7E30F800	FMAXP     	 */","//		0x7E30F800,	/* FMAXP     	fmaxpscalar	 */"
651,//,,,FMINNMP,,scalar,scalar,,,,0,1,1,1,1,1,1,0,1,-,1,1,0,0,0,0,1,1,0,0,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x7EB0C800,,"fminnmpscalar,                                          ","//		fminnmpscalar,                                          	/* 0x7EB0C800	FMINNMP   	 */","//		0x7EB0C800,	/* FMINNMP   	fminnmpscalar	 */"
652,//,,,FMINP,,scalar,scalar,,,,0,1,1,1,1,1,1,0,1,-,1,1,0,0,0,0,1,1,1,1,1,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x7EB0F800,,"fminpscalar,                                            ","//		fminpscalar,                                            	/* 0x7EB0F800	FMINP     	 */","//		0x7EB0F800,	/* FMINP     	fminpscalar	 */"
653,//,,AdvSIMD scalar copy,,,,,,,,0,1,op,1,1,1,1,0,0,0,0,imm5,,,,,0,imm4,,,,1,Rn,,,,,Rd,,,,,,,,,,,	/* AdvSIMD scalar copy */,	/* AdvSIMD scalar copy */
654,//,,,DUP,v,element_Scalar,element,Scalar,,,0,1,0,1,1,1,1,0,0,0,0,-,-,-,-,-,0,0,0,0,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:-:Rn:::::Rd::::,,0x5E000400,,"vdupelement_Scalar,                                     ","//		vdupelement_Scalar,                                     	/* 0x5E000400	DUP       	 */","//		0x5E000400,	/* DUP       	vdupelement_Scalar	 */"
655,//,,AdvSIMD scalar x indexed element,,,,,,,,0,1,U,1,1,1,1,1,size,,L,M,Rm,,,,opcode,,,,H,0,Rn,,,,,Rd,,,,,,,,,,,	/* AdvSIMD scalar x indexed element */,	/* AdvSIMD scalar x indexed element */
656,//,,,SQDMLAL,v,by_element_Scalar,by_element,Scalar,,,0,1,0,1,1,1,1,1,-,-,L,M,Rm,,,,0,0,1,1,H,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x5F003000,,"vsqdmlalby_element_Scalar,                              ","//		vsqdmlalby_element_Scalar,                              	/* 0x5F003000	SQDMLAL   	 */","//		0x5F003000,	/* SQDMLAL   	vsqdmlalby_element_Scalar	 */"
657,//,,,SQDMLAL2,v,by_element_Scalar,by_element,Scalar,,,0,1,0,1,1,1,1,1,-,-,L,M,Rm,,,,0,0,1,1,H,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x5F003000,,"vsqdmlal2by_element_Scalar,                             ","//		vsqdmlal2by_element_Scalar,                             	/* 0x5F003000	SQDMLAL2  	 */","//		0x5F003000,	/* SQDMLAL2  	vsqdmlal2by_element_Scalar	 */"
658,//,,,SQDMLSL,v,by_element_Scalar,by_element,Scalar,,,0,1,0,1,1,1,1,1,-,-,L,M,Rm,,,,0,1,1,1,H,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x5F007000,,"vsqdmlslby_element_Scalar,                              ","//		vsqdmlslby_element_Scalar,                              	/* 0x5F007000	SQDMLSL   	 */","//		0x5F007000,	/* SQDMLSL   	vsqdmlslby_element_Scalar	 */"
659,//,,,SQDMLSL2,v,by_element_Scalar,by_element,Scalar,,,0,1,0,1,1,1,1,1,-,-,L,M,Rm,,,,0,1,1,1,H,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x5F007000,,"vsqdmlsl2by_element_Scalar,                             ","//		vsqdmlsl2by_element_Scalar,                             	/* 0x5F007000	SQDMLSL2  	 */","//		0x5F007000,	/* SQDMLSL2  	vsqdmlsl2by_element_Scalar	 */"
660,//,,,SQDMULL,v,by_element_Scalar,by_element,Scalar,,,0,1,0,1,1,1,1,1,-,-,L,M,Rm,,,,1,0,1,1,H,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x5F00B000,,"vsqdmullby_element_Scalar,                              ","//		vsqdmullby_element_Scalar,                              	/* 0x5F00B000	SQDMULL   	 */","//		0x5F00B000,	/* SQDMULL   	vsqdmullby_element_Scalar	 */"
661,//,,,SQDMULL2,v,by_element_Scalar,by_element,Scalar,,,0,1,0,1,1,1,1,1,-,-,L,M,Rm,,,,1,0,1,1,H,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x5F00B000,,"vsqdmull2by_element_Scalar,                             ","//		vsqdmull2by_element_Scalar,                             	/* 0x5F00B000	SQDMULL2  	 */","//		0x5F00B000,	/* SQDMULL2  	vsqdmull2by_element_Scalar	 */"
662,//,,,SQDMULH,v,by_element_Scalar,by_element,Scalar,,,0,1,0,1,1,1,1,1,-,-,L,M,Rm,,,,1,1,0,0,H,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x5F00C000,,"vsqdmulhby_element_Scalar,                              ","//		vsqdmulhby_element_Scalar,                              	/* 0x5F00C000	SQDMULH   	 */","//		0x5F00C000,	/* SQDMULH   	vsqdmulhby_element_Scalar	 */"
663,//,,,SQRDMULH,v,by_element_Scalar,by_element,Scalar,,,0,1,0,1,1,1,1,1,-,-,L,M,Rm,,,,1,1,0,1,H,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x5F00D000,,"vsqrdmulhby_element_Scalar,                             ","//		vsqrdmulhby_element_Scalar,                             	/* 0x5F00D000	SQRDMULH  	 */","//		0x5F00D000,	/* SQRDMULH  	vsqrdmulhby_element_Scalar	 */"
664,//,,,FMLA,v,by_element_Scalar,by_element,Scalar,,,0,1,0,1,1,1,1,1,1,-,L,M,Rm,,,,0,0,0,1,H,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x5F801000,,"vfmlaby_element_Scalar,                                 ","//		vfmlaby_element_Scalar,                                 	/* 0x5F801000	FMLA      	 */","//		0x5F801000,	/* FMLA      	vfmlaby_element_Scalar	 */"
665,//,,,FMLS,v,by_element_Scalar,by_element,Scalar,,,0,1,0,1,1,1,1,1,1,-,L,M,Rm,,,,0,1,0,1,H,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x5F805000,,"vfmlsby_element_Scalar,                                 ","//		vfmlsby_element_Scalar,                                 	/* 0x5F805000	FMLS      	 */","//		0x5F805000,	/* FMLS      	vfmlsby_element_Scalar	 */"
666,//,,,FMUL,v,by_element_Scalar,by_element,Scalar,,,0,1,0,1,1,1,1,1,1,-,L,M,Rm,,,,1,0,0,1,H,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x5F809000,,"vfmulby_element_Scalar,                                 ","//		vfmulby_element_Scalar,                                 	/* 0x5F809000	FMUL      	 */","//		0x5F809000,	/* FMUL      	vfmulby_element_Scalar	 */"
667,//,,,FMULX,v,by_element_Scalar,by_element,Scalar,,,0,1,1,1,1,1,1,1,1,-,L,M,Rm,,,,1,0,0,1,H,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:L:M:Rm::::-:-:-:-:H:-:Rn:::::Rd::::,,0x7F809000,,"vfmulxby_element_Scalar,                                ","//		vfmulxby_element_Scalar,                                	/* 0x7F809000	FMULX     	 */","//		0x7F809000,	/* FMULX     	vfmulxby_element_Scalar	 */"
668,//,,AdvSIMD scalar shift by immediate,,,,,,,,0,1,U,1,1,1,1,1,0,immh,,,,immb,,,opcode,,,,,1,Rn,,,,,Rd,,,,,,,,,,,	/* AdvSIMD scalar shift by immediate */,	/* AdvSIMD scalar shift by immediate */
669,//,,,SSHR,v,Scalar,,Scalar,immh != 0000,,0,1,0,1,1,1,1,1,0,immh,,,,immb,,,0,0,0,0,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x5F000400,,"vsshrScalar,                                            ","//		vsshrScalar,                                            	/* 0x5F000400	SSHR      	immh != 0000 */","//		0x5F000400,	/* SSHR      	vsshrScalar	immh != 0000 */"
670,//,,,SSRA,v,Scalar,,Scalar,immh != 0000,,0,1,0,1,1,1,1,1,0,immh,,,,immb,,,0,0,0,1,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x5F001400,,"vssraScalar,                                            ","//		vssraScalar,                                            	/* 0x5F001400	SSRA      	immh != 0000 */","//		0x5F001400,	/* SSRA      	vssraScalar	immh != 0000 */"
671,//,,,SRSHR,v,Scalar,,Scalar,immh != 0000,,0,1,0,1,1,1,1,1,0,immh,,,,immb,,,0,0,1,0,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x5F002400,,"vsrshrScalar,                                           ","//		vsrshrScalar,                                           	/* 0x5F002400	SRSHR     	immh != 0000 */","//		0x5F002400,	/* SRSHR     	vsrshrScalar	immh != 0000 */"
672,//,,,SRSRA,v,Scalar,,Scalar,immh != 0000,,0,1,0,1,1,1,1,1,0,immh,,,,immb,,,0,0,1,1,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x5F003400,,"vsrsraScalar,                                           ","//		vsrsraScalar,                                           	/* 0x5F003400	SRSRA     	immh != 0000 */","//		0x5F003400,	/* SRSRA     	vsrsraScalar	immh != 0000 */"
673,//,,,SHL,v,Scalar,,Scalar,immh != 0000,,0,1,0,1,1,1,1,1,0,immh,,,,immb,,,0,1,0,1,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x5F005400,,"vshlScalar,                                             ","//		vshlScalar,                                             	/* 0x5F005400	SHL       	immh != 0000 */","//		0x5F005400,	/* SHL       	vshlScalar	immh != 0000 */"
674,//,,,SQSHL,v,immediate_Scalar,immediate,Scalar,immh != 0000,,0,1,0,1,1,1,1,1,0,immh,,,,immb,,,0,1,1,1,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x5F007400,,"vsqshlimmediate_Scalar,                                 ","//		vsqshlimmediate_Scalar,                                 	/* 0x5F007400	SQSHL     	immh != 0000 */","//		0x5F007400,	/* SQSHL     	vsqshlimmediate_Scalar	immh != 0000 */"
675,//,,,SQSHRN,v,Scalar,,Scalar,immh != 0000,,0,1,0,1,1,1,1,1,0,immh,,,,immb,,,1,0,0,1,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x5F009400,,"vsqshrnScalar,                                          ","//		vsqshrnScalar,                                          	/* 0x5F009400	SQSHRN    	immh != 0000 */","//		0x5F009400,	/* SQSHRN    	vsqshrnScalar	immh != 0000 */"
676,//,,,SQSHRN2,v,Scalar,,Scalar,immh != 0000,,0,1,0,1,1,1,1,1,0,immh,,,,immb,,,1,0,0,1,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x5F009400,,"vsqshrn2Scalar,                                         ","//		vsqshrn2Scalar,                                         	/* 0x5F009400	SQSHRN2   	immh != 0000 */","//		0x5F009400,	/* SQSHRN2   	vsqshrn2Scalar	immh != 0000 */"
677,//,,,SQRSHRN,v,Scalar,,Scalar,immh != 0000,,0,1,0,1,1,1,1,1,0,immh,,,,immb,,,1,0,0,1,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x5F009C00,,"vsqrshrnScalar,                                         ","//		vsqrshrnScalar,                                         	/* 0x5F009C00	SQRSHRN   	immh != 0000 */","//		0x5F009C00,	/* SQRSHRN   	vsqrshrnScalar	immh != 0000 */"
678,//,,,SQRSHRN2,v,Scalar,,Scalar,immh != 0000,,0,1,0,1,1,1,1,1,0,immh,,,,immb,,,1,0,0,1,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x5F009C00,,"vsqrshrn2Scalar,                                        ","//		vsqrshrn2Scalar,                                        	/* 0x5F009C00	SQRSHRN2  	immh != 0000 */","//		0x5F009C00,	/* SQRSHRN2  	vsqrshrn2Scalar	immh != 0000 */"
679,//,,,SCVTF,v,vector_fixed_point_Scalar,vector_fixed_point,Scalar,immh != 0000,,0,1,0,1,1,1,1,1,0,immh,,,,immb,,,1,1,1,0,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x5F00E400,,"vscvtfvector_fixed_point_Scalar,                        ","//		vscvtfvector_fixed_point_Scalar,                        	/* 0x5F00E400	SCVTF     	immh != 0000 */","//		0x5F00E400,	/* SCVTF     	vscvtfvector_fixed_point_Scalar	immh != 0000 */"
680,//,,,FCVTZS,v,vector_fixed_point_Scalar,vector_fixed_point,Scalar,immh != 0000,,0,1,0,1,1,1,1,1,0,immh,,,,immb,,,1,1,1,1,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x5F00FC00,,"vfcvtzsvector_fixed_point_Scalar,                       ","//		vfcvtzsvector_fixed_point_Scalar,                       	/* 0x5F00FC00	FCVTZS    	immh != 0000 */","//		0x5F00FC00,	/* FCVTZS    	vfcvtzsvector_fixed_point_Scalar	immh != 0000 */"
681,//,,,USHR,v,Scalar,,Scalar,immh != 0000,,0,1,1,1,1,1,1,1,0,immh,,,,immb,,,0,0,0,0,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x7F000400,,"vushrScalar,                                            ","//		vushrScalar,                                            	/* 0x7F000400	USHR      	immh != 0000 */","//		0x7F000400,	/* USHR      	vushrScalar	immh != 0000 */"
682,//,,,USRA,v,Scalar,,Scalar,immh != 0000,,0,1,1,1,1,1,1,1,0,immh,,,,immb,,,0,0,0,1,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x7F001400,,"vusraScalar,                                            ","//		vusraScalar,                                            	/* 0x7F001400	USRA      	immh != 0000 */","//		0x7F001400,	/* USRA      	vusraScalar	immh != 0000 */"
683,//,,,URSHR,v,Scalar,,Scalar,immh != 0000,,0,1,1,1,1,1,1,1,0,immh,,,,immb,,,0,0,1,0,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x7F002400,,"vurshrScalar,                                           ","//		vurshrScalar,                                           	/* 0x7F002400	URSHR     	immh != 0000 */","//		0x7F002400,	/* URSHR     	vurshrScalar	immh != 0000 */"
684,//,,,URSRA,v,Scalar,,Scalar,immh != 0000,,0,1,1,1,1,1,1,1,0,immh,,,,immb,,,0,0,1,1,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x7F003400,,"vursraScalar,                                           ","//		vursraScalar,                                           	/* 0x7F003400	URSRA     	immh != 0000 */","//		0x7F003400,	/* URSRA     	vursraScalar	immh != 0000 */"
685,//,,,SRI,v,Scalar,,Scalar,immh != 0000,,0,1,1,1,1,1,1,1,0,immh,,,,immb,,,0,1,0,0,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x7F004400,,"vsriScalar,                                             ","//		vsriScalar,                                             	/* 0x7F004400	SRI       	immh != 0000 */","//		0x7F004400,	/* SRI       	vsriScalar	immh != 0000 */"
686,//,,,SLI,v,Scalar,,Scalar,immh != 0000,,0,1,1,1,1,1,1,1,0,immh,,,,immb,,,0,1,0,1,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x7F005400,,"vsliScalar,                                             ","//		vsliScalar,                                             	/* 0x7F005400	SLI       	immh != 0000 */","//		0x7F005400,	/* SLI       	vsliScalar	immh != 0000 */"
687,//,,,SQSHLU,v,Scalar,,Scalar,immh != 0000,,0,1,1,1,1,1,1,1,0,immh,,,,immb,,,0,1,1,0,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x7F006400,,"vsqshluScalar,                                          ","//		vsqshluScalar,                                          	/* 0x7F006400	SQSHLU    	immh != 0000 */","//		0x7F006400,	/* SQSHLU    	vsqshluScalar	immh != 0000 */"
688,//,,,UQSHL,v,immediate_Scalar,immediate,Scalar,immh != 0000,,0,1,1,1,1,1,1,1,0,immh,,,,immb,,,0,1,1,1,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x7F007400,,"vuqshlimmediate_Scalar,                                 ","//		vuqshlimmediate_Scalar,                                 	/* 0x7F007400	UQSHL     	immh != 0000 */","//		0x7F007400,	/* UQSHL     	vuqshlimmediate_Scalar	immh != 0000 */"
689,//,,,SQSHRUN,v,Scalar,,Scalar,immh != 0000,,0,1,1,1,1,1,1,1,0,immh,,,,immb,,,1,0,0,0,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x7F008400,,"vsqshrunScalar,                                         ","//		vsqshrunScalar,                                         	/* 0x7F008400	SQSHRUN   	immh != 0000 */","//		0x7F008400,	/* SQSHRUN   	vsqshrunScalar	immh != 0000 */"
690,//,,,SQSHRUN2,v,Scalar,,Scalar,immh != 0000,,0,1,1,1,1,1,1,1,0,immh,,,,immb,,,1,0,0,0,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x7F008400,,"vsqshrun2Scalar,                                        ","//		vsqshrun2Scalar,                                        	/* 0x7F008400	SQSHRUN2  	immh != 0000 */","//		0x7F008400,	/* SQSHRUN2  	vsqshrun2Scalar	immh != 0000 */"
691,//,,,SQRSHRUN,v,Scalar,,Scalar,immh != 0000,,0,1,1,1,1,1,1,1,0,immh,,,,immb,,,1,0,0,0,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x7F008C00,,"vsqrshrunScalar,                                        ","//		vsqrshrunScalar,                                        	/* 0x7F008C00	SQRSHRUN  	immh != 0000 */","//		0x7F008C00,	/* SQRSHRUN  	vsqrshrunScalar	immh != 0000 */"
692,//,,,SQRSHRUN2,v,Scalar,,Scalar,immh != 0000,,0,1,1,1,1,1,1,1,0,immh,,,,immb,,,1,0,0,0,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x7F008C00,,"vsqrshrun2Scalar,                                       ","//		vsqrshrun2Scalar,                                       	/* 0x7F008C00	SQRSHRUN2 	immh != 0000 */","//		0x7F008C00,	/* SQRSHRUN2 	vsqrshrun2Scalar	immh != 0000 */"
693,//,,,UQSHRN,v,Scalar,,Scalar,immh != 0000,,0,1,1,1,1,1,1,1,0,immh,,,,immb,,,1,0,0,1,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x7F009400,,"vuqshrnScalar,                                          ","//		vuqshrnScalar,                                          	/* 0x7F009400	UQSHRN    	immh != 0000 */","//		0x7F009400,	/* UQSHRN    	vuqshrnScalar	immh != 0000 */"
694,//,,,UQRSHRN,v,Scalar,,Scalar,immh != 0000,,0,1,1,1,1,1,1,1,0,immh,,,,immb,,,1,0,0,1,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x7F009C00,,"vuqrshrnScalar,                                         ","//		vuqrshrnScalar,                                         	/* 0x7F009C00	UQRSHRN   	immh != 0000 */","//		0x7F009C00,	/* UQRSHRN   	vuqrshrnScalar	immh != 0000 */"
695,//,,,UQRSHRN2,v,Scalar,,Scalar,immh != 0000,,0,1,1,1,1,1,1,1,0,immh,,,,immb,,,1,0,0,1,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x7F009C00,,"vuqrshrn2Scalar,                                        ","//		vuqrshrn2Scalar,                                        	/* 0x7F009C00	UQRSHRN2  	immh != 0000 */","//		0x7F009C00,	/* UQRSHRN2  	vuqrshrn2Scalar	immh != 0000 */"
696,//,,,UCVTF,v,vector_fixed_point_Scalar,vector_fixed_point,Scalar,immh != 0000,,0,1,1,1,1,1,1,1,0,immh,,,,immb,,,1,1,1,0,0,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x7F00E400,,"vucvtfvector_fixed_point_Scalar,                        ","//		vucvtfvector_fixed_point_Scalar,                        	/* 0x7F00E400	UCVTF     	immh != 0000 */","//		0x7F00E400,	/* UCVTF     	vucvtfvector_fixed_point_Scalar	immh != 0000 */"
697,//,,,FCVTZU,v,vector_fixed_point_Scalar,vector_fixed_point,Scalar,immh != 0000,,0,1,1,1,1,1,1,1,0,immh,,,,immb,,,1,1,1,1,1,1,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:immh::::immb:::-:-:-:-:-:-:Rn:::::Rd::::,,0x7F00FC00,,"vfcvtzuvector_fixed_point_Scalar,                       ","//		vfcvtzuvector_fixed_point_Scalar,                       	/* 0x7F00FC00	FCVTZU    	immh != 0000 */","//		0x7F00FC00,	/* FCVTZU    	vfcvtzuvector_fixed_point_Scalar	immh != 0000 */"
698,//,,Crypto three-reg SHA,,,,,,,,0,1,0,1,1,1,1,0,size,,0,Rm,,,,,0,opcode,,,0,0,Rn,,,,,Rd,,,,,,,,,,,	/* Crypto three-reg SHA */,	/* Crypto three-reg SHA */
699,//,,,SHA1C,,,,,,,0,1,0,1,1,1,1,0,0,0,0,Rm,,,,,0,0,0,0,0,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x5E000000,,"sha1c,                                                  ","//		sha1c,                                                  	/* 0x5E000000	SHA1C     	 */","//		0x5E000000,	/* SHA1C     	sha1c	 */"
700,//,,,SHA1P,,,,,,,0,1,0,1,1,1,1,0,0,0,0,Rm,,,,,0,0,0,1,0,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x5E001000,,"sha1p,                                                  ","//		sha1p,                                                  	/* 0x5E001000	SHA1P     	 */","//		0x5E001000,	/* SHA1P     	sha1p	 */"
701,//,,,SHA1M,,,,,,,0,1,0,1,1,1,1,0,0,0,0,Rm,,,,,0,0,1,0,0,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x5E002000,,"sha1m,                                                  ","//		sha1m,                                                  	/* 0x5E002000	SHA1M     	 */","//		0x5E002000,	/* SHA1M     	sha1m	 */"
702,//,,,SHA1SU0,,,,,,,0,1,0,1,1,1,1,0,0,0,0,Rm,,,,,0,0,1,1,0,0,Rn,,,,,Rd,,,,,,-:-:-:-:-:-:-:-:-:-:-:Rm:::::-:-:-:-:-:-:Rn:::::Rd::::,,0x5E003000,,"sha1su0,                                                ","//		sha1su0,                                                	/* 0x5E003000	SHA1SU0   	 */","//		0x5E003000,	/* SHA1SU0   	sha1su0	 */"
